Task ID,Task Name,Task Category,Task Description,Task Check,Task Virtual Reward,Task Real Reward
4007,Survival Task 4007: Practice growing food in a con...,Survival,Practice growing food in a controlled environment.,Show proof of a successfully grown plant.,"132 XP, 27 coins",None
4008,Survival Task 4008: Practice growing food in a con...,Survival,Practice growing food in a controlled environment.,Show proof of a successfully grown plant.,"133 XP, 28 coins",None
4009,Survival Task 4009: Practice growing food in a con...,Survival,Practice growing food in a controlled environment.,Show proof of a successfully grown plant.,"134 XP, 29 coins",None
4010,Fitness Task 4010: Train your body to endure long...,Fitness,Train your body to endure long-duration spaceflight.,Log 30 minutes of endurance training.,"135 XP, 20 coins",None
4011,Exploration Task 4011: Map out a theoretical interste...,Exploration,Map out a theoretical interstellar trade route.,Submit a visual map with reasoning for trade stops.,"136 XP, 21 coins",None
4012,Exploration Task 4012: Map out a theoretical interste...,Exploration,Map out a theoretical interstellar trade route.,Submit a visual map with reasoning for trade stops.,"137 XP, 22 coins",None
4013,Creative Task 4013: Design a futuristic city on Ma...,Creative,Design a futuristic city on Mars.,Upload a digital or physical sketch of your design.,"138 XP, 23 coins",None
4014,Survival Task 4014: Practice growing food in a con...,Survival,Practice growing food in a controlled environment.,Show proof of a successfully grown plant.,"139 XP, 24 coins",None
4015,Social Task 4015: Educate others on the benefits...,Social,Educate others on the benefits of space colonization.,Record a short video explaining your vision.,"140 XP, 25 coins",None
4016,Exploration Task 4016: Map out a theoretical interste...,Exploration,Map out a theoretical interstellar trade route.,Submit a visual map with reasoning for trade stops.,"141 XP, 26 coins",None
4017,Creative Task 4017: Design a futuristic city on Ma...,Creative,Design a futuristic city on Mars.,Upload a digital or physical sketch of your design.,"142 XP, 27 coins",None
4018,Creative Task 4018: Design a futuristic city on Ma...,Creative,Design a futuristic city on Mars.,Upload a digital or physical sketch of your design.,"143 XP, 28 coins",None
4019,Social Task 4019: Educate others on the benefits...,Social,Educate others on the benefits of space colonization.,Record a short video explaining your vision.,"144 XP, 29 coins",None
4020,Survival Task 4020: Practice growing food in a con...,Survival,Practice growing food in a controlled environment.,Show proof of a successfully grown plant.,"145 XP, 20 coins","Exclusive knowledge, priority access to research"
4021,Governance Task 4021: Draft a constitution for the f...,Governance,Draft a constitution for the first human colony beyond Earth.,Share a written draft for peer review.,"146 XP, 21 coins",None
4022,Innovation Task 4022: Invent a new tool or system to...,Innovation,Invent a new tool or system to improve daily life.,Submit a prototype or concept document.,"147 XP, 22 coins",None
4023,Exploration Task 4023: Map out a theoretical interste...,Exploration,Map out a theoretical interstellar trade route.,Submit a visual map with reasoning for trade stops.,"148 XP, 23 coins",None
4024,Engineering Task 4024: Build a working model of a clo...,Engineering,Build a working model of a closed-loop life support system.,Submit a video demonstration of your model.,"149 XP, 24 coins",None
4025,Governance Task 4025: Draft a constitution for the f...,Governance,Draft a constitution for the first human colony beyond Earth.,Share a written draft for peer review.,"150 XP, 25 coins",None
4026,Governance Task 4026: Draft a constitution for the f...,Governance,Draft a constitution for the first human colony beyond Earth.,Share a written draft for peer review.,"151 XP, 26 coins",None
4027,Spiritual Task 4027: Meditate on humanity’s future ...,Spiritual,Meditate on humanity’s future among the stars.,Write a short reflection on your experience.,"152 XP, 27 coins",None
4028,Education Task 4028: Learn about orbital mechanics ...,Education,Learn about orbital mechanics and space travel.,Pass an online quiz on orbital mechanics.,"153 XP, 28 coins",None
4029,Exploration Task 4029: Map out a theoretical interste...,Exploration,Map out a theoretical interstellar trade route.,Submit a visual map with reasoning for trade stops.,"154 XP, 29 coins",None
4030,Creative Task 4030: Design a futuristic city on Ma...,Creative,Design a futuristic city on Mars.,Upload a digital or physical sketch of your design.,"155 XP, 20 coins",None
4031,Exploration Task 4031: Map out a theoretical interste...,Exploration,Map out a theoretical interstellar trade route.,Submit a visual map with reasoning for trade stops.,"156 XP, 21 coins",None
4032,Education Task 4032: Learn about orbital mechanics ...,Education,Learn about orbital mechanics and space travel.,Pass an online quiz on orbital mechanics.,"157 XP, 22 coins",None
4033,Engineering Task 4033: Build a working model of a clo...,Engineering,Build a working model of a closed-loop life support system.,Submit a video demonstration of your model.,"158 XP, 23 coins",None
4034,Engineering Task 4034: Build a working model of a clo...,Engineering,Build a working model of a closed-loop life support system.,Submit a video demonstration of your model.,"159 XP, 24 coins",None
4035,Fitness Task 4035: Train your body to endure long...,Fitness,Train your body to endure long-duration spaceflight.,Log 30 minutes of endurance training.,"160 XP, 25 coins",None
4036,Social Task 4036: Educate others on the benefits...,Social,Educate others on the benefits of space colonization.,Record a short video explaining your vision.,"161 XP, 26 coins",None
4037,Education Task 4037: Learn about orbital mechanics ...,Education,Learn about orbital mechanics and space travel.,Pass an online quiz on orbital mechanics.,"162 XP, 27 coins",None
4038,Fitness Task 4038: Train your body to endure long...,Fitness,Train your body to endure long-duration spaceflight.,Log 30 minutes of endurance training.,"163 XP, 28 coins",None
4039,Governance Task 4039: Draft a constitution for the f...,Governance,Draft a constitution for the first human colony beyond Earth.,Share a written draft for peer review.,"164 XP, 29 coins",None
4040,Innovation Task 4040: Invent a new tool or system to...,Innovation,Invent a new tool or system to improve daily life.,Submit a prototype or concept document.,"165 XP, 20 coins","Exclusive knowledge, priority access to research"
4041,Exploration Task 4041: Map out a theoretical interste...,Exploration,Map out a theoretical interstellar trade route.,Submit a visual map with reasoning for trade stops.,"166 XP, 21 coins",None
4042,Fitness Task 4042: Train your body to endure long...,Fitness,Train your body to endure long-duration spaceflight.,Log 30 minutes of endurance training.,"167 XP, 22 coins",None
4043,Governance Task 4043: Draft a constitution for the f...,Governance,Draft a constitution for the first human colony beyond Earth.,Share a written draft for peer review.,"168 XP, 23 coins",None
4044,Innovation Task 4044: Invent a new tool or system to...,Innovation,Invent a new tool or system to improve daily life.,Submit a prototype or concept document.,"169 XP, 24 coins",None
4045,Creative Task 4045: Design a futuristic city on Ma...,Creative,Design a futuristic city on Mars.,Upload a digital or physical sketch of your design.,"170 XP, 25 coins",None
4046,Engineering Task 4046: Build a working model of a clo...,Engineering,Build a working model of a closed-loop life support system.,Submit a video demonstration of your model.,"171 XP, 26 coins",None
4047,Exploration Task 4047: Map out a theoretical interste...,Exploration,Map out a theoretical interstellar trade route.,Submit a visual map with reasoning for trade stops.,"172 XP, 27 coins",None
4048,Social Task 4048: Educate others on the benefits...,Social,Educate others on the benefits of space colonization.,Record a short video explaining your vision.,"173 XP, 28 coins",None
4049,Fitness Task 4049: Train your body to endure long...,Fitness,Train your body to endure long-duration spaceflight.,Log 30 minutes of endurance training.,"174 XP, 29 coins",None
4050,Fitness Task 4050: Train your body to endure long...,Fitness,Train your body to endure long-duration spaceflight.,Log 30 minutes of endurance training.,"100 XP, 20 coins",None
4051,Exploration Task 4051: Map out a theoretical interste...,Exploration,Map out a theoretical interstellar trade route.,Submit a visual map with reasoning for trade stops.,"101 XP, 21 coins",None
4052,Creative Task 4052: Design a futuristic city on Ma...,Creative,Design a futuristic city on Mars.,Upload a digital or physical sketch of your design.,"102 XP, 22 coins",None
4053,Innovation Task 4053: Invent a new tool or system to...,Innovation,Invent a new tool or system to improve daily life.,Submit a prototype or concept document.,"103 XP, 23 coins",None
4054,Survival Task 4054: Practice growing food in a con...,Survival,Practice growing food in a controlled environment.,Show proof of a successfully grown plant.,"104 XP, 24 coins",None
4055,Education Task 4055: Learn about orbital mechanics ...,Education,Learn about orbital mechanics and space travel.,Pass an online quiz on orbital mechanics.,"105 XP, 25 coins",None
4056,Spiritual Task 4056: Meditate on humanity’s future ...,Spiritual,Meditate on humanity’s future among the stars.,Write a short reflection on your experience.,"106 XP, 26 coins",None
